name,lat,lon
stream1,46.239460876959456,-122.15827367317297
stream2,46.24488423562515,-122.20609735753679
stream3,46.248617831275176,-122.19850344747016
stream4,46.236751590795215,-122.1872743071225
stream5,46.23436886142106,-122.19501847976456
